ID,body_text,label,country1,lang,headline
FC1368,false: notice for preparing emergency drugs was released on social media for alumni of seoul national university college of medicine.,False, South Korea,,notice for preparing emergency drugs was released on social media for alumni of seoul national university college of medicine.
FC1369,"partly false: last week, the valle del lili foundation in cali summoned a press conference to speak about a “treatment of infection with coronavirus (covid-19).” it was “a treatment option through two medications such as: hydroxychloroquine and azithromycin, which can rapidly decrease the growth and expansion of the virus in the patient, decrease the possibility of serious illness or respiratory failure, as well as the possibility of contagion to others,” according to the press release.",Partly false, Colombia,es,"last week, the valle del lili foundation in cali summoned a press conference to speak about a “treatment of infection with coronavirus (covid-19).” it was “a treatment option through two medications such as: hydroxychloroquine and azithromycin, which can rapidly decrease the growth and expansion of the virus in the patient, decrease the possibility of serious illness or respiratory failure, as well as the possibility of contagion to others,” according to the press release."
FC1370,false: the number of deaths from covid-19 are exaggerated.,False, United States,en,the number of deaths from covid-19 are exaggerated.
FC1371,"false: archbishop of colombo, sri lanka, cardinal malcom ranjith filed a fr petition challenging the cremation of catholics, who succumbed due to covid-19.",FALSE, Sri Lanka,en,"archbishop of colombo, sri lanka, cardinal malcom ranjith filed a fr petition challenging the cremation of catholics, who succumbed due to covid-19."
FC1372,false: vitamin c will protect you from the coronavirus.,FALSE, Argentina,pl,vitamin c will protect you from the coronavirus.
FC1373,"false: in a video, the chinese prime minister offers namaz (prayer) during the coronavirus scare.",False, India,en,"in a video, the chinese prime minister offers namaz (prayer) during the coronavirus scare."
FC1374,"false: a chinese person, who was taken from kansai airport (in osaka, japan) to a hospital, has run away before they could be tested.",False, Japan,ja,"a chinese person, who was taken from kansai airport (in osaka, japan) to a hospital, has run away before they could be tested."
FC1375,"misleading: the radio station sonora announced in a program that the president of guatemala, alejandro giammattei, would close the country for 15 days. the audio began to circulate on whatsapp and went viral.",Misleading, Guatemala,es,"the radio station sonora announced in a program that the president of guatemala, alejandro giammattei, would close the country for 15 days. the audio began to circulate on whatsapp and went viral."
FC1376,false: video shows a man cutting his neck because of quarantine anxiety.,FALSE, Spain,es,video shows a man cutting his neck because of quarantine anxiety.
FC1377,"false: lemon, mango, avocado, garlic, tangerine, pineapple and orange are good against covid-19.",FALSE, Costa Rica,es,"lemon, mango, avocado, garlic, tangerine, pineapple and orange are good against covid-19."
FC1378,false: a photograph circulating on facebook purports to be a screenshot from a tv news report showing a crowded beach in south africa during the lockdown.,FALSE, South Africa,en,a photograph circulating on facebook purports to be a screenshot from a tv news report showing a crowded beach in south africa during the lockdown.
FC1379,false: an image of coffins showing the victims of covid-19 in italy.,False," Italy, Europe",en,an image of coffins showing the victims of covid-19 in italy.
FC1380,false: there is a russian medicine that could be use against sars-cov-2.,False, Italy,it,there is a russian medicine that could be use against sars-cov-2.
FC1381,false: queen elizabeth ii is infected with the new coronavirus.,False, Portugal,pt,queen elizabeth ii is infected with the new coronavirus.
FC1382,"false: french president emmanuel macron exempts the french from rent, and electricity, water and gas bills, to tackle the coronavirus pandemic crisis.",FALSE, France,,"french president emmanuel macron exempts the french from rent, and electricity, water and gas bills, to tackle the coronavirus pandemic crisis."
FC1383,misleading: coronavirus has not “hit” ghana.,Misleading, Ghana,en,coronavirus has not “hit” ghana.
FC1384,false: evo morales (ex-mandatary of bolivia) has covid-19.,False, Bolivia,es,evo morales (ex-mandatary of bolivia) has covid-19.
FC1385,false: china benefited financially from new coronavirus,False, Brazil,pt,china benefited financially from new coronavirus
FC1386,"false: an article circulating on facebook claims that microsoft co-founder bill gates said a covid-19 vaccine could kill almost one million people, citing an interview he gave.",FALSE, United States,en,"an article circulating on facebook claims that microsoft co-founder bill gates said a covid-19 vaccine could kill almost one million people, citing an interview he gave."
FC1387,false: vodka can reduce the risk of coronavirus infection.,FALSE, Indonesia,id,vodka can reduce the risk of coronavirus infection.
FC1388,"misleading: donald trump has stopped 5g, has canceled bill gates’ id2020 and h.r. 6666 covid-19 trace bill.",Misleading, Latvia,lv,"donald trump has stopped 5g, has canceled bill gates’ id2020 and h.r. 6666 covid-19 trace bill."
FC1389,false: a video claiming that the $ 100 bills are being printed without a number in argentina.,FALSE, Argentina,es,a video claiming that the $ 100 bills are being printed without a number in argentina.
FC1390,"misleading: a video published by a columbian page on facebook, which has been shared more than 34,000 times on that social network, claims that a german newspaper “has sued china.”",misleading, Colombia,es,"a video published by a columbian page on facebook, which has been shared more than 34,000 times on that social network, claims that a german newspaper “has sued china.”"
FC1391,"false: with the novel coronavirus sending the us economy into freefall, posts that list phone numbers for job seekers to call and find work have been shared thousands of times on facebook and instagram.",FALSE, United States,en,"with the novel coronavirus sending the us economy into freefall, posts that list phone numbers for job seekers to call and find work have been shared thousands of times on facebook and instagram."
FC1392,false: japanese nobel laureate tasuku honjo announced that coronavirus is man-made.,FALSE, India,en,japanese nobel laureate tasuku honjo announced that coronavirus is man-made.
FC1393,"false: some countries are dumping covid-19 infected dead bodies in the sea, therefore be careful while consuming sea food.",FALSE, Sri Lanka,en,"some countries are dumping covid-19 infected dead bodies in the sea, therefore be careful while consuming sea food."
FC1394,"false: according to radar box, the covid-19 pandemic only reduced air traffic in brazil and africa.",FALSE, Brazil,pt,"according to radar box, the covid-19 pandemic only reduced air traffic in brazil and africa."
FC1395,"false: a whatsapp audio allegedly from a judge of tarragona, spain that claims that cops can’t fine you for going to the street during the lockdown",FALSE, Spain,es,"a whatsapp audio allegedly from a judge of tarragona, spain that claims that cops can’t fine you for going to the street during the lockdown"
FC1396,misleading: lysol disinfectant label says it’s tested against the new coronavirus.,Misleading, Australia,en,lysol disinfectant label says it’s tested against the new coronavirus.
FC1397,false: pcr test swab length “is double the length for the flu test”.,FALSE," Japan, China",ja,pcr test swab length “is double the length for the flu test”.
FC1398,false: the vatican confirmed that pope francis and two aides tested positive for coronavirus.,False, Philippines,en,the vatican confirmed that pope francis and two aides tested positive for coronavirus.
FC1399,misleading: coronavirus death toll in the u.s. is inflated by inclusion of unrelated deaths.,Misleading, United States,en,coronavirus death toll in the u.s. is inflated by inclusion of unrelated deaths.
FC1400,false: a video purports to show a police officer being beaten has been viewed tens of thousands of times on facebook and twitter alongside a claim that the assault at a temple in india was sparked by the officer’s attempt to enforce a nationwide novel coronavirus lockdown.,FALSE, India,en,a video purports to show a police officer being beaten has been viewed tens of thousands of times on facebook and twitter alongside a claim that the assault at a temple in india was sparked by the officer’s attempt to enforce a nationwide novel coronavirus lockdown.
FC1401,"false: kabataan representative, in the philippines sarah elago tested positive for coronavirus.",FALSE, Philippines,en,"kabataan representative, in the philippines sarah elago tested positive for coronavirus."
FC1402,false: nebulisations with drugs for bronchitis and natural remedies cure covid-19.,FALSE, India,es,nebulisations with drugs for bronchitis and natural remedies cure covid-19.
FC1403,false: demonstrations against chinese people in italy.,FALSE, France,fr,demonstrations against chinese people in italy.
FC1404,"false: according to an italian mp, bill gates had millions of women in africa sterilized and “caused” a polio epidemic that paralyzed 500,000 children in india.",FALSE, Portugal,tl,"according to an italian mp, bill gates had millions of women in africa sterilized and “caused” a polio epidemic that paralyzed 500,000 children in india."
FC1405,false: president donald trump said former president obama funded the coronavirus that was creatical in biological wuhan lab.,FALSE, United States,en,president donald trump said former president obama funded the coronavirus that was creatical in biological wuhan lab.
FC1406,misleading: a comparison of the evolution of the coronavirus in argentina and chile.,Misleading, Argentina,es,a comparison of the evolution of the coronavirus in argentina and chile.
FC1407,misleading: eight regions in perú have no plan to manage the coronavirus crisis.,Misleading, Peru,es,eight regions in perú have no plan to manage the coronavirus crisis.
FC1408,false: president donald trump tried to buy a vaccine developed in germany.,False, Paraguay,,president donald trump tried to buy a vaccine developed in germany.
FC1409,false: americans singing indian national anthem thanking india for sending hydroxychloroquine tablets.,FALSE, India,hi,americans singing indian national anthem thanking india for sending hydroxychloroquine tablets.
FC1410,"false: a video shows us federal bureau of investigation agents carrying boxes of n95 face masks out of a house and loading them into a truck. the masks are infected with covid-19 and from china, and are the same masks that china has sent to africa.",FALSE, South Africa,en,"a video shows us federal bureau of investigation agents carrying boxes of n95 face masks out of a house and loading them into a truck. the masks are infected with covid-19 and from china, and are the same masks that china has sent to africa."
FC1411,false: pm modi has announced the extension of the all-india lockdown until 5/4/20.,False, India,en,pm modi has announced the extension of the all-india lockdown until 5/4/20.
FC1412,false: the government of india has released a five-phase road map to ease covid-19 restrictions in the country.,FALSE, India,en,the government of india has released a five-phase road map to ease covid-19 restrictions in the country.
FC1413,false: covid-19 can be read on a tank car image taken in 2019.,False, Turkey,tl,covid-19 can be read on a tank car image taken in 2019.
FC1414,false: russian government has unleashed lions on the streets to impose a public curfew.,False, India,en,russian government has unleashed lions on the streets to impose a public curfew.
FC1415,false: a blog post suggests that the nigerian finance minister says the federal government lost 700 billion naira from the covid-19 relief fund to the fire outbreak at the accountant general’s office.,FALSE, Nigeria,en,a blog post suggests that the nigerian finance minister says the federal government lost 700 billion naira from the covid-19 relief fund to the fire outbreak at the accountant general’s office.
FC1416,"false: when a police officer enforced lockdown orders on people in a temple in india, he was beaten up there.",FALSE, India,hi,"when a police officer enforced lockdown orders on people in a temple in india, he was beaten up there."
FC1417,false: american vice-president mike pence was caught on a hot mic delivering empty boxes of ppe to a nursing home and pretended they were heavy.,FALSE, United States,en,american vice-president mike pence was caught on a hot mic delivering empty boxes of ppe to a nursing home and pretended they were heavy.
FC1418,"false: a post shared hundreds of times on facebook claims that didier raoult, a french specialist in infectious diseases, is urging africans “not to take bill gates vaccine” against coronavirus as it contains “poison”.",False," East Africa, Africa, France",en,"a post shared hundreds of times on facebook claims that didier raoult, a french specialist in infectious diseases, is urging africans “not to take bill gates vaccine” against coronavirus as it contains “poison”."
FC1419,misleading: a picture of an empty field hospital in brazil. post claims that covid-19 crisis is not real.,misleading, Brazil,pt,a picture of an empty field hospital in brazil. post claims that covid-19 crisis is not real.
FC1420,false: a nurse claims that delhi govt has stopped funding for the hotel stay for doctors and nurses treating covid-19.,FALSE, India,hi,a nurse claims that delhi govt has stopped funding for the hotel stay for doctors and nurses treating covid-19.
FC1421,false: video shows that those who go to shopping malls are greeted with the “coffin dance” music.,FALSE, Turkey,tl,video shows that those who go to shopping malls are greeted with the “coffin dance” music.
FC1422,misleading: hydroxychloroquine completely cures people infected with covid-19.,MISLEADING, Mexico,es,hydroxychloroquine completely cures people infected with covid-19.
FC1423,false: a viral text message claims fda has approved the use of chloroquine for all covid-19 patients; and pharma company novartis has announced there are studies proving chloroquine cures covid-19.,FALSE, Brazil,pt,a viral text message claims fda has approved the use of chloroquine for all covid-19 patients; and pharma company novartis has announced there are studies proving chloroquine cures covid-19.
FC1424,"false: drinking unsweetened black tea before the sun rises cures coronavirus. this was prophetised by a newborn baby, who died shortly after uttering the cure.",FALSE, Kenya,en,"drinking unsweetened black tea before the sun rises cures coronavirus. this was prophetised by a newborn baby, who died shortly after uttering the cure."
FC1425,false: an audio message attributed to famous bangalore doctor’s voice said people need not get tested for coronavirus till the ninth day of showing symptoms and not to wear masks as the medical staff need them utmost.,FALSE, India,en,an audio message attributed to famous bangalore doctor’s voice said people need not get tested for coronavirus till the ninth day of showing symptoms and not to wear masks as the medical staff need them utmost.
FC1426,"false: video shows bats found under the tiles of many roofs in hubei, china, that were the source of coronavirus.",False, India,en,"video shows bats found under the tiles of many roofs in hubei, china, that were the source of coronavirus."
FC1427,"false: a video shows a market in the chinese city of wuhan, where the deadly coronavirus strain emerged.",False, India,en,"a video shows a market in the chinese city of wuhan, where the deadly coronavirus strain emerged."
FC1428,false: singing and clapping on the balconies creates a risk of covid-19 infection.,FALSE, Argentina,es,singing and clapping on the balconies creates a risk of covid-19 infection.
FC1429,,Mixture,,en,do bats on 2020 u.s. quarters demonstrate a government covid-19 plot? sometimes a bat is just a bat — even in american samoa. mixture
FC1430,"false: vaccines against the novel coronavirus are dangerous. moreover, a mutation in the virus will make them ineffective.",FALSE, Ukraine,uk,"vaccines against the novel coronavirus are dangerous. moreover, a mutation in the virus will make them ineffective."
FC1431,"false: a picture of a girl being kicked by a police officer on a motorbike. in the caption, it says the pictures was taken in the state of ceará, brazil, during a protest against lockdown.",FALSE, Brazil,pt,"a picture of a girl being kicked by a police officer on a motorbike. in the caption, it says the pictures was taken in the state of ceará, brazil, during a protest against lockdown."
FC1432,explanatory: homemade masks prevent the spread of coronavirus.,Explanatory, Spain,es,homemade masks prevent the spread of coronavirus.
FC1433,false: stop taking nsaids as it increases the effect of the virus on the body and causes the spread of covid-19.,FALSE," Middle East, North Africa",ar,stop taking nsaids as it increases the effect of the virus on the body and causes the spread of covid-19.
FC1434,"false: barack obama, former president of the united states, said that criminals shouldn’t have rights.",FALSE," Argentina, Colombia",es,"barack obama, former president of the united states, said that criminals shouldn’t have rights."
FC1435,,True,,en,"did trump golf, hold rallies after learning about covid-19 threat? after sen. mitch mcconnell suggested the government's response to the initial coronavirus outbreak was in part distracted by the president's impeachment, rebuttal memes started flying. true"
FC1436,false: worldwide research shows that hydroxychloroquine is the most effective drug against covid-19.,FALSE, Brazil,pt,worldwide research shows that hydroxychloroquine is the most effective drug against covid-19.
FC1437,false: whatsapp censors the messages that circulate on its platform if it believes that they are hoaxes with the help of the media that verify false information in spain.,FALSE, Spain,es,whatsapp censors the messages that circulate on its platform if it believes that they are hoaxes with the help of the media that verify false information in spain.
FC1438,false: this photo shows a new coronavirus case in new south wales.,False, Australia,en,this photo shows a new coronavirus case in new south wales.
FC1439,false: covid-19 is an airborne disease.,False," Kenya, Africa",en,covid-19 is an airborne disease.
FC1440,false: it is a weird and unusual year; an ice tsunami occurred on xingkai lake in heilongjiang.,False, Taiwan,zh-tw,it is a weird and unusual year; an ice tsunami occurred on xingkai lake in heilongjiang.
FC1441,misleading: coronavirus survives in wine and there is evidence that drinking it is beneficial.,Misleading, Argentina,es,coronavirus survives in wine and there is evidence that drinking it is beneficial.
FC1442,"false: photos show many corpses floating in the river in tainan, a southern city in taiwan.",False, Taiwan,zh-tw,"photos show many corpses floating in the river in tainan, a southern city in taiwan."
FC1443,,Mixture,,en,did self-described psychic sylvia browne predict the coronavirus? lobbing vague claims about likely events does not a prediction make. mixture
FC1444,false: list of unicef recommendations against covid-19 includes drinking hot water.,False, Mexico,es,list of unicef recommendations against covid-19 includes drinking hot water.
FC1445,false: an image with human body figurines in a bowl that claims china is serving human baby soup in its restaurants.,False, India,en,an image with human body figurines in a bowl that claims china is serving human baby soup in its restaurants.
FC1446,false: “queen elizabeth tests positive for covid-19.”,False, United States,en,“queen elizabeth tests positive for covid-19.”
FC1447,misleading: a woman who died of coronavirus woke up a month later.,Misleading," Kazakhstan, Ecuador",ru,a woman who died of coronavirus woke up a month later.
FC1448,"false: tests results, theft, ban: three false reports about chloroquine",False, France,fr,"tests results, theft, ban: three false reports about chloroquine"
FC1449,"misleading: danish politician says greta thunberg gets special treatment in the european parliament as she, despite the current outbreak, is allowed to speak.",MISLEADING, Denmark,da,"danish politician says greta thunberg gets special treatment in the european parliament as she, despite the current outbreak, is allowed to speak."
FC1450,false: the government has released a tentative plan for reopening businesses and services in ireland.,FALSE, Ireland,en,the government has released a tentative plan for reopening businesses and services in ireland.
FC1451,false: a photo of a pakistani provincial chief minister has been shared thousands of times in multiple facebook posts in may 2020 alongside a claim that it shows him violating social distancing rules during the coronavirus pandemic.,FALSE, Pakistan,en,a photo of a pakistani provincial chief minister has been shared thousands of times in multiple facebook posts in may 2020 alongside a claim that it shows him violating social distancing rules during the coronavirus pandemic.
FC1452,false: gujarat (india) chief minister vijay rupani’s resignation is accepted by the bjp high command.,FALSE, India,gu,gujarat (india) chief minister vijay rupani’s resignation is accepted by the bjp high command.
FC1453,false: money was taken from hospitals to finance cultural projects in brazil.,False, Brazil,pt,money was taken from hospitals to finance cultural projects in brazil.
FC1454,false: an image poster states indian religious leader mata amritanandamayi has hidden foreigners in her hermitage and has not allowed them to be tested.,False, India,ml,an image poster states indian religious leader mata amritanandamayi has hidden foreigners in her hermitage and has not allowed them to be tested.
FC1455,false: bats are hidden in every households’ rooftop in wuhan.,False, Taiwan,zh-tw,bats are hidden in every households’ rooftop in wuhan.
FC1456,false: covid-19 is cured with hot water and baking soda.,False, Lithuania,lt,covid-19 is cured with hot water and baking soda.
FC1457,false: video shows a balcony party in the turkish capital ankara due to quarantine.,False, Turkey,tl,video shows a balcony party in the turkish capital ankara due to quarantine.
FC1458,"false: michigan gov. gretchen whitmer’s family spent may 20 at her second home, breaking her own stay-at-home orders.",FALSE, United States,en,"michigan gov. gretchen whitmer’s family spent may 20 at her second home, breaking her own stay-at-home orders."
FC1459,false: a message on whatsapp and facebook claims you should not accept masks from strangers; they are soaked with chemicals and will knock you out in order to rob you.,FALSE, Germany,de,a message on whatsapp and facebook claims you should not accept masks from strangers; they are soaked with chemicals and will knock you out in order to rob you.
FC1460,false: myanmar president and state counselor are under 14 days quarantine after meeting with a covid-19 patient from switzerland.,False, Myanmar,,myanmar president and state counselor are under 14 days quarantine after meeting with a covid-19 patient from switzerland.
FC1461,"false: clinics in the philippines are turning away people with covid-19 symptoms, because of a advisory from the department of health.",False, Philippines,en,"clinics in the philippines are turning away people with covid-19 symptoms, because of a advisory from the department of health."
FC1462,false: a video showing a muslim woman misbehaving with doctors in india.,FALSE, India,mr,a video showing a muslim woman misbehaving with doctors in india.
FC1463,false: a video has been viewed thousands of times in multiple posts on facebook and twitter alongside a claim it shows a muslim politician in india urging a police officer to open a mosque in order to allow people to pray during the nationwide covid-19 lockdown.,FALSE, India,en,a video has been viewed thousands of times in multiple posts on facebook and twitter alongside a claim it shows a muslim politician in india urging a police officer to open a mosque in order to allow people to pray during the nationwide covid-19 lockdown.
FC1464,false: study proves wrong conspiracy theory that china created coronavirus for economic purposes.,False, Brazil,pt,study proves wrong conspiracy theory that china created coronavirus for economic purposes.
FC1465,false: a video is doing the rounds on social media which claims that policemen are now being tested positive for the covid-19.,FALSE, India,tl,a video is doing the rounds on social media which claims that policemen are now being tested positive for the covid-19.
FC1466,false: young people “have a greater chance of being killed by the hpv vaccine than covid-19.”,FALSE, United States,en,young people “have a greater chance of being killed by the hpv vaccine than covid-19.”
FC1467,false: department of homeland security official says illegal border crossings may spread coronavirus.,False, United States,en,department of homeland security official says illegal border crossings may spread coronavirus.
FC1468,(org. doesn't apply rating): “so let me get this straight about this virus. it’s ‘new’ yet it was lab created and patented in 2015 (in development since 03’).”,(Org. doesn't apply rating), United States,en,“so let me get this straight about this virus. it’s ‘new’ yet it was lab created and patented in 2015 (in development since 03’).”
FC1469,false: hindus cast their idols in the sea because they did not defend them against the coronavirus.,FALSE, India,,hindus cast their idols in the sea because they did not defend them against the coronavirus.
FC1470,misleading: german doctor gérard krause says lockdown measures kill more than coronavírus itself.,MISLEADING, Brazil,pt,german doctor gérard krause says lockdown measures kill more than coronavírus itself.
FC1471,false: the canadian department of health issues an emergency notification asking people to drink warm water.,False, Spain,es,the canadian department of health issues an emergency notification asking people to drink warm water.
FC1472,false: neuroscientist rodolfo llinás says that if you can last 10 seconds without coughing and without discomfort it means that there is no fibrosis in the lungs and therefore no coronavirus infection.,False, Spain,es,neuroscientist rodolfo llinás says that if you can last 10 seconds without coughing and without discomfort it means that there is no fibrosis in the lungs and therefore no coronavirus infection.
FC1473,false: indian prime minister narendra modi has been selected as the leader of international covid-19 task force.,FALSE, India,mr,indian prime minister narendra modi has been selected as the leader of international covid-19 task force.
FC1474,false: indian actor aamir khan is donating 15000 rupees to the poor by hiding them in aata in mumbai.,FALSE, India,en,indian actor aamir khan is donating 15000 rupees to the poor by hiding them in aata in mumbai.
FC1475,"false: this video shows fishes overflowing out of the water in goa, india because the fishery business has been halted due to the lockdown.",FALSE, India,mr,"this video shows fishes overflowing out of the water in goa, india because the fishery business has been halted due to the lockdown."
FC1476,false: masks from wet wipes effectively prevent coronavirus transmission,False, Indonesia,,masks from wet wipes effectively prevent coronavirus transmission
FC1477,false: multiple facebook and twitter posts shared thousands of times by australian social media users claim people with pre-existing respiratory conditions will be given a “rescue pack” of medication from their general practitioners during the novel coronavirus pandemic.,False, Australia,en,multiple facebook and twitter posts shared thousands of times by australian social media users claim people with pre-existing respiratory conditions will be given a “rescue pack” of medication from their general practitioners during the novel coronavirus pandemic.
FC1478,false: coronaviruses already affecting animals are the same strain as the one causing covid-19 in humans.,FALSE," United States, Mexico",es,coronaviruses already affecting animals are the same strain as the one causing covid-19 in humans.
FC1479,false: this picture shows a list of advices given by who to prevent and cure covid-19,FALSE," Burkina Faso, West Africa",fr,this picture shows a list of advices given by who to prevent and cure covid-19
FC1480,misleading: the number of coronavirus patients in the country can reach close to 30 million by august 15. central indian government is warning states.,MISLEADING, India,tl,the number of coronavirus patients in the country can reach close to 30 million by august 15. central indian government is warning states.
FC1481,false: a video of two albanian female news anchors wearing revealing jackets on-air has been viewed tens of thousands of times on twitter alongside a claim that they dressed promiscuously in a bid to persuade people to stay indoors during the covid-19 pandemic.,FALSE, Hong Kong,en,a video of two albanian female news anchors wearing revealing jackets on-air has been viewed tens of thousands of times on twitter alongside a claim that they dressed promiscuously in a bid to persuade people to stay indoors during the covid-19 pandemic.
FC1482,"false: an image of a doctor goes viral with the claim that dr. usman riyaz died while treating coronavirus patients in delhi, india.",False, India,mr,"an image of a doctor goes viral with the claim that dr. usman riyaz died while treating coronavirus patients in delhi, india."
FC1483,false: congolese researcher jérôme munyangi is at the base of the discovery of covid-organics.,FALSE, Congo,fr,congolese researcher jérôme munyangi is at the base of the discovery of covid-organics.
FC1484,"false: ghana’s leading biomedical research institute, noguchi, approves coa fs, a ghana-made food nutritional supplement, to fight the coronavirus.",False, Ghana,en,"ghana’s leading biomedical research institute, noguchi, approves coa fs, a ghana-made food nutritional supplement, to fight the coronavirus."
FC1485,false: a doctor named “marcos vargas” died at the muñíz hospital in argentina for treating patients with covid-19.,FALSE, Argentina,es,a doctor named “marcos vargas” died at the muñíz hospital in argentina for treating patients with covid-19.
FC1486,misleading: drinking lots of water and gargling with warm water and salt or vinegar eliminates the novel coronavirus. spread the information as you can save someone.,Misleading, India,tl,drinking lots of water and gargling with warm water and salt or vinegar eliminates the novel coronavirus. spread the information as you can save someone.
FC1487,misleading: graphics shared thousands of times on social media claim to show the exact probability of covid-19 carriers spreading the disease if they or another person wears a mask.,misleading, United States,en,graphics shared thousands of times on social media claim to show the exact probability of covid-19 carriers spreading the disease if they or another person wears a mask.
FC1488,false: photos of italian man committing suicide after he lost his entire family to covid-19.,False, India,en,photos of italian man committing suicide after he lost his entire family to covid-19.
FC1489,false: cuban researchers have developed a cure against covid-19.,FALSE," Ukraine, Cuba",uk,cuban researchers have developed a cure against covid-19.
FC1490,"false: former sri lanka central bank governor and current senior advisor to the prime minister, ajith nivad kabral’s son and daughter behaved aggressively at the airport after returning from uk, they were part of the first group to return to the country after the government decided to bring back the stranded locals from foreign countries.",FALSE, Sri Lanka,,"former sri lanka central bank governor and current senior advisor to the prime minister, ajith nivad kabral’s son and daughter behaved aggressively at the airport after returning from uk, they were part of the first group to return to the country after the government decided to bring back the stranded locals from foreign countries."
FC1491,"false: “break the quarantine and this will be our future. then don’t cry. (photo from ecuador) ”, says a photograph that shows piles of human bodies on the ground.",False," Mexico, Ecuador",es,"“break the quarantine and this will be our future. then don’t cry. (photo from ecuador) ”, says a photograph that shows piles of human bodies on the ground."
FC1492,"false: authorities from the guatemalan ministry of health said they would buy at least 200 respirators, but there has been talk of a shortage of this type of medical equipment.",FALSE, Guatemala,es,"authorities from the guatemalan ministry of health said they would buy at least 200 respirators, but there has been talk of a shortage of this type of medical equipment."
FC1493,"false: a recipe with lemon, ginger, onion and garlic can cure the coronavirus.",FALSE, Colombia,es,"a recipe with lemon, ginger, onion and garlic can cure the coronavirus."
FC1494,false: video of a roof full of bats claims it is the source of coronavirus.,False, Venezuela,es,video of a roof full of bats claims it is the source of coronavirus.
FC1495,false: this video shows goats affected by the coronavirus.,False, India,en,this video shows goats affected by the coronavirus.
FC1496,misleading: a sanitary glade product says it is effective against the coronavirus.,MISLEADING, Mexico,es,a sanitary glade product says it is effective against the coronavirus.
FC1497,false: screenshot shows 109 coronavirus cases in a cali’s neighborhood in colombia.,FALSE, Colombia,es,screenshot shows 109 coronavirus cases in a cali’s neighborhood in colombia.
FC1498,"false: video shows how people aged 50 and over in hungary are thrown into police vans, like animals, to be quarantined in government centers.",FALSE, Spain,es,"video shows how people aged 50 and over in hungary are thrown into police vans, like animals, to be quarantined in government centers."
FC1499,"false: the ph value of covid-19 is between 5.5 and 8.5 so you should have alkaline food with a ph higher than 8.5 to kill the virus — such as lemon, garlic or pineapple.",False, Taiwan,zh-tw,"the ph value of covid-19 is between 5.5 and 8.5 so you should have alkaline food with a ph higher than 8.5 to kill the virus — such as lemon, garlic or pineapple."
FC1500,false: sri lankan president donates 7 months’ salary for a covid-19 fund.,False, Sri Lanka,,sri lankan president donates 7 months’ salary for a covid-19 fund.
FC1501,false: the photo claimed that violators of quarantine in the philippines were trapped in wooden fetters.,FALSE, Taiwan,es,the photo claimed that violators of quarantine in the philippines were trapped in wooden fetters.
FC1502,"false: a recipe involving a full lemon and ground cloves has cured a woman’s covid-19 symptoms. she isn’t sure she and her maid actually had covid-19, but she still encourages people who think they have it to take this recipe.",False," Middle East, North Africa",ar,"a recipe involving a full lemon and ground cloves has cured a woman’s covid-19 symptoms. she isn’t sure she and her maid actually had covid-19, but she still encourages people who think they have it to take this recipe."
FC1503,false: picture shows the mecca totally empty.,False, France,fr,picture shows the mecca totally empty.
FC1504,"false: a graphic has been shared thousands of times on facebook which claims that gargling warm water with salt or vinegar can eliminate the novel coronavirus, covid-19.",FALSE," Australia,Spain",en,"a graphic has been shared thousands of times on facebook which claims that gargling warm water with salt or vinegar can eliminate the novel coronavirus, covid-19."
FC1505,false: coronavirus infects chickens in pakistan.,False, Pakistan,en,coronavirus infects chickens in pakistan.
FC1506,"false: a whatsapp message said that coronavirus has ph range 5.5 to 8.5; hence, people can counteract its effect by consuming fruits to neutralise the ph activity.",FALSE, Nigeria,en,"a whatsapp message said that coronavirus has ph range 5.5 to 8.5; hence, people can counteract its effect by consuming fruits to neutralise the ph activity."
FC1507,false: video showing dead bodies of covid-19 infected persons washed ashore as they were thrown in the seas by some countries.,FALSE, India,en,video showing dead bodies of covid-19 infected persons washed ashore as they were thrown in the seas by some countries.
FC1508,"false: the news media has tried to pass off one man’s death, attributed to complications from covid-19, as two separate cases.",FALSE, United States,en,"the news media has tried to pass off one man’s death, attributed to complications from covid-19, as two separate cases."
FC1509,,True,,en,"did cbs news use footage from italy for new york covid-19 report? the news outlet acknowledged the error, but that wasn't the end of the story. true"
FC1510,false: us president donald trump tested positive for covid-19.,FALSE, Myanmar,,us president donald trump tested positive for covid-19.
FC1511,misleading: facebook posts claim a child who is infected with the novel coronavirus will be taken to a hospital unaccompanied.,misleading, United States,en,facebook posts claim a child who is infected with the novel coronavirus will be taken to a hospital unaccompanied.
FC1512,false: the image is from gujarat and shows the condition of migrant workers who are stuck due to the lockdown.,FALSE, India,en,the image is from gujarat and shows the condition of migrant workers who are stuck due to the lockdown.
FC1513,false: video of wuhan market where the new coronavirus started to spread.,False," Bosnia and Herzegovina, Serbia, Montenegro",hr,video of wuhan market where the new coronavirus started to spread.
FC1514,"misleading: mongolia donates 30,000 sheep to china during the coronavirus epidemic.",Misleading, China,en,"mongolia donates 30,000 sheep to china during the coronavirus epidemic."
FC1515,"false: trupti desai, a well known social activist from india, was arrested for illegally buying liquor during the covid-19 lockdown.",False, India,mr,"trupti desai, a well known social activist from india, was arrested for illegally buying liquor during the covid-19 lockdown."
FC1516,false: there is 5g equipment labeled “cov-19”.,FALSE, Georgia,et,there is 5g equipment labeled “cov-19”.
