dataset_name,source_id,headline,body_text,label,domain,license
FakeCovid-Kaggle,FC2311,All India Majlis-e-Ittehadul Muslimeen (AIMIM) leader Waris Pathan threatened a cop to keep a mosque open during lockdown.,Old Video Of Waris Pathan Arguing With Cops Falsely Linked To Lockdown | वारिस पठान और पुलिस की बहस के पुराने वीडियो को लॉकडाउन से जोड़कर झूठी ख़बर बनाई,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2312,"A screenshot of a World Health Organization (WHO) webpage has been shared in multiple posts on Facebook, Twitter and messaging app Line alongside a claim it shows international health authorities raised Thailand’s pandemic stage to a “level 4” during the novel coronavirus crisis.",World Health Organization refutes misleading claim it increased Thailand's 'pandemic level' for COVID-19 | AFP Fact Check,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2314,Chloroquine is an effective remedy for coronavirus;,Эффективен ли хлорохин в лечении COVID-19: противоречивые выводы и спекуляции политиков | Factcheck.kz,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2315,Video of dead bodies being thrown into a mass grave in Italy.,"A clip from a movie, ‘The Flu’, is being falsely shared as ‘Situation in Italy’ - FACTLY",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2316,"China has announced the success of Egyptian serum form Dr. Hala, Health Minister of Egypt, against coronavirus",La ministra de Sanidad de Egipto no ha entregado a China la vacuna del coronavirus | Newtral,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2317,Alkaline foods help prevent or treat COVID-19.,Alimentos alcalinos não ajudam a prevenir ou tratar a Covid-19 | Aos Fatos,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2318,People in this video are falling because of the coronavirus,Tempo.co,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2319,A man named Muslum Alsan got out of jail due to the COVID-19 pandemic and murdered his 9 year old daughter.,,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2320,Image of the people who died of coronavirus in Italy.,"జర్మనీ ‘ఆర్ట్ ప్రాజెక్ట్’ ఫోటో పెట్టి, ‘కొరోనా వల్ల ఇటలీ లో పిట్టల్లా రాలిపోయిన జనాలు’ అని తప్పుగా షేర్ చేస్తున్నారు - FACTLY",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2321,Onion cures and prevents COVID19.,تناول البصل على مرتين يوميا يقي ويعالج كورونا.. زائف - فتبينوا,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2323,Study suggests malaria drug can treat coronavirus.,MediaWise on Instagram: “@chuckcallesto tweeted a link to an article that claims to be the case. See what we found in our fact-checking. . . . #coronavirus #covid19…”,real,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2324,"University of Campinas’ field hospital, located in the state of São Paulo, was dismantled because of a lack of patients.",É falso que hospital de campanha da Unicamp foi desmontado por falta de pacientes | Aos Fatos,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2325,The antibiotic azithromycine is really efficient against COVID-19.,"L'antibiotique azithromycine est-il vraiment efficace contre le Covid, comme l'affirme cette publication virale ? - Libération",real,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2326,This Harvard professor was arrested because he created the coronavirus.,Tempo.co,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2327,Dr. Manish Patil died due to coronavirus in Maharasthra.,"Fact Check : वायरल पोस्‍ट में दिख रहीं युवती का नाम डॉक्‍टर मनीषा नहीं, रिचा है, वे कानपुर में सुरक्षित हैं - Vishvas News",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2328,"Several home-made cures for coronavirus, ; garlic / vodka / vitamin C treats coronavirus ; children do not transmit the coronavirus and “Serbs have lion genes”.","Марија Вучиќ: Србија е преплавена со дезинформации за корона вирусот, лукот, бруфенот, вотката… – Truthmeter",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2329,Coronavirus is nothing but Sarin Gas.,,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2330,"Nurse Komal Mishra from Pune, India, has died due to COVID-19 while treating patients.",कोमल मिश्रा नाम की नर्स की मौत की खबर फर्जी है। फोटो में दिख रही लड़की जीवित है | – FactCrescendo | The leading fact-checking website in India,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2331,Hand sanitizer form 2010 is labeled against COVID-19.,"No, questo disinfettante del 2010 non era attivo contro il Coronavirus 2019-nCoV | Pagella Politica",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2332,"The video says that Italian elderly over 65 are taken into custody; Spanish elderly are asked not to leave home, and violators will be sent to a concentration camp.",【錯誤】網傳影片宣稱「意大利把65歲以上的老年人都關了起來」、「西班牙封城，老人家不准上街一發現就被警察抓走送到集中營」？ | 台灣事實查核中心,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2334,A video shows riots in London caused by the coronavirus crisis.,"Ne, ovaj video ne prikazuje nerede u Londonu uzrokovane korona krizom - Faktograf.hr",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2335,"Alberto Fernández, about the coronavirus: “Mortality in people over 65 is 80%”.","Alberto Fernández, sobre el coronavirus: “La mortalidad en mayores de 65 años es del 80%” - Chequeado",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2336,"Elisa Granato, the first volunteer in the first Europe human trial of a COVID-19 vaccine, has died.","Volunteer for U.K. COVID-19 vaccine trial Elisa Granato is alive, contrary to claim in viral article - Health Feedback",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2338,A viral message listing false and unrelated statements about coronavirus has falsely been attributed to the United Nations International Children’s Emergency Fund (UNICEF).,,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2339,A claim that US scientist Charles Lieber was arrested for manufacturing and selling “thecoronavirus to China”.,US scientist was not arrested for selling coronavirus to China – Australian Associated Press,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2341,Eleven coronavirus patients visited malls and hotels in Metro Manila that are part of a “confidential list.”,FALSE: 'List' of malls and hotels to avoid due to coronavirus,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2342,Indian nurses resigned due to COVID-19 infected Jamati patients misbehavior.,"Fact Check: राजस्थान में नर्सों ने कम सैलरी के चलते दिया था इस्तीफा, जमातियों के नाम से वायरल किया जा रहा पोस्ट फर्जी - Vishvas News",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2343,"“17 at 6:00 am, the state of emergency begins throughout the national territory” in accordance with “article 116 of the Constitution”, in Colombia.",Cadena que alerta estado de emergencia por Covid-19 es de España | ColombiaCheck,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2344,"Information circulating across social media platforms claims that Nigeria’s Federal Government has approved to disburse 30,000 to citizens as Covid-19 lockdown funds.","Is the Nigerian government set to disburse N30,000 to citizens as Covid-19 lockdown funds? – Dubawa",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2345,This map shows that the spread of coronavirus epidemic is the same as 5G deployment on French territory.,Cette carte montre en réalité le déploiement de la fibre optique en France fin 2019 | Factuel,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2346,Tonic water and zinc will kill COVID-19.,Fact Check: The post claiming tonic water and zinc will kill COVID-19 is misleading - Vishvas News,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2347,A video shows a man spitting into a bottle of tea and placing it back on a supermarket rack in an attempt to spread the coronavirus infection.,Video of Texas teen spitting in tea bottle is not related to Coronavirus - FactCrescendo | The leading fact-checking website in India,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2348,"“States like New York, Illinois and California have been vocal in their demands for funding to bail out their pension systems, which were failing long before the COVID-19 outbreak, and other programs that aren’t related to this crisis.”",PolitiFact | New York pension fund does not need a federal bailout,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2349,The Chinese government announced that “garlic is a preventative food for the the novel coronavirus.”,"[팩트체크] ""중국 당국이 예방책으로 마늘 꼽았다?"" 허위정보 검증 | JTBC 뉴스",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2350,Israel has no deaths from COVID-19; tea made of lemon and bicarbonate can cure coronavirus.,Fact Check: Post claiming Israel has no deaths from COVID-19 is false; tea made of lemon and bicarbonate is no cure for coronavirus - Vishvas News,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2351,Dr. Zhong Nanshan said saline solution can kill the virus.,Enjuagarse la garganta con agua salada no previene la COVID-19 | Newtral,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2352,Five Air Force officers were identified as COVID-19 patients on April 25th.,අප්‍රේල් 25 කිසිඳු ගුවන් හමුදා නිලධාරියෙකුට කොරෝනා වෛරසය වැළඳී තිබුනේ නැත! - Factcrescendo Sri Lanka,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2353,Quito is the second city with the highest probability of infection.,Las mentiras sobre el COVID 19 en Ecuador,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2354,Video showing how Iraqis took to the streets in refusal to extend the curfew imposed to prevent the outbreak of coronavirus.,Misbar - مسبار,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2355,Video of police in China taking into custody suspected COVID-19 patients in the country.,Video from Hong Kong shared as Police brutality on suspected COVID-19 patients in China - FACTLY,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2356,Image shows thousands of devotees gathered in religious fair in India amidst lockdown.,શું ખરેખર કર્ણાટકના સિધ્દ્રાલિંગેશ્વરના મેળામાં ભેગા થયેલા લોકોના આ દ્રશ્યો છે...? જાણો શું છે સત્ય... | FactCrescendo | The leading fact-checking website in India,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2357,Text shows the health advices Dr. Oz gave.,Yeni koronavirüsle ilgili tespitler içeren metnin doktor Mehmet Öz’e ait olduğu iddiası - teyit.org,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2358,"Ghanian ex-president, John Mahama said that Togo, Rwanda and Ivory Coast did not request financial assistance for COVID-19 from the IMF.","Facts counter John Mahama’s false claim on IMF assistance to Togo, Rwanda, Côte d’Ivoire – Dubawa Ghana",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2359,"Former senator Antonio Trillanes IV allegedly posted a tweet saying that President Rodrigo Duterte is to blame for calamities the country has been facing, including the novel coronavirus pandemic.",FALSE: 'Antonio Trillanes IV' tweet blames Duterte for coronavirus,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2360,"Governor of São Paulo said he signed a contract with China for the production of a coronavirus vaccine in August 2019, which proves that the pandemic is a scam.",É falso que Doria fechou contrato com chineses em 2019 para vacina contra o novo coronavírus | Aos Fatos,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2361,“Coronavirus victims are buried in the morning this Wednesday in Italy. Rest in peace.”,#Verificamos: É de 2013 foto de caixões de supostas ‘vítimas do coronavírus’ na Itália | Agência Lupa,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2362,Italian president said that Italy has surrendered to the coronavirus.,Did Italian President 'Surrender' To Coronavirus Outbreak? Fake Quote Viral,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2363,A Venezuelan man with coronavirus is spreading the virus in a small Colombian city.,Detector: Youtuber español no es un venezolano con Covid-19 en Antioquia | La Silla Vacía,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2364,A photo has been shared thousands of times in multiple Facebook posts in April 2020 alongside a claim it shows Philippine President Rodrigo Duterte carrying out presidential duties during the COVID-19 pandemic.,This photo has circulated in reports since 2017 about Rodrigo Duterte visiting Marawi | AFP Fact Check,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2365,“MSNBC actually said on air ‘I hope enough people die from coronavirus that it harms Trump’s re-election.’”,"PolitiFact | No, MSNBC didn’t say it hopes coronavirus kills enough people to hurt Trump",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2366,A video shows crows are flocking to Wuhan.,"This video shows crows in the Chinese city of Xining -- 1,000 miles from Wuhan | AFP Fact Check",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2367,"Former NYC Mayor Rudolph Giuliani said he “bought $2M in shares of Novartis, a primary supplier of hydroxychloroquine” in early February.",PolitiFact | Fact-checking Rudy Giuliani’s ties to a hydroxychloroquine manufacturer,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2369,Doctors are giving out “rescue packs” for people with pre-existing respiratory conditions.,"Debunked: No, GPs aren't giving out 'rescue packs' en masse to asthma and COPD sufferers",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2370,Sanitary technicians are going to inspect houses and seize cash.,No hay sanitarios que vayan a inspeccionar casas ni a requisar monedas y billetes | EFE Verifica | Agencia EFE,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2371,Priyanka Gandhi has started buses to help migrants travel during the COVID-19 lockdown.,2019 Pic Peddled As Buses Organised By Priyanka Gandhi Vadra For Migrants,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2372,A video viewed thousands of times in Nigeria and shared in multiple Facebook posts claims to show police in Spain rounding up people aged 50 and above to transfer them to quarantine centers amid the novel coronavirus pandemic.,This video was shot in Azerbaijan in October 2019 during an anti-government protest | AFP Fact Check,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2373,Several blogs are claiming that the United Nations doubts that there is any active COVID-19 case in Nigeria.,Bloggers weave deft circles around news reports to spread Misinformation – Dubawa,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2375,It’s not a virus but 5G that is causing disease and deaths,Falsche Spekulationen: 5G ist nicht Schuld an Todesfällen durch das Coronavirus,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2376,Dr. Li Wenliang recommends tea for treatment. Doctors in Wuhan cure COVID-19 with tea.,Çayın Covid-19 hastalığını iyileştirdiği iddiası - teyit.org,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2377,The World Health Organization shockes the world: alcohol does not kill the virus!,Misbar - مسبار,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2378,"A video has been viewed tens of thousands of times in multiple posts on Facebook, Twitter and Instagram alongside a claim it shows UK Prime Minister Boris Johnson offering cups of tea to journalists after recovering from an illness. The posts were shared shortly after Johnson returned to work following hospital treatment for COVID-19.",This video of Boris Johnson has circulated in media reports since August 2018 | AFP Fact Check,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2380,"Beijing and Shanghai have been preserved from the pandemia of COVID-19, proof that the virus has been created and used by China as a weapon.","Non, le nouveau coronavirus n'a pas épargné Pékin et Shanghai | Factuel",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2381,Inhalation of hot steam can kill Novel Coronavirus.,Inhalation of hot steam will NOT kill Coronavirus ! - FactCrescendo | The leading fact-checking website in India,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2382,Video posts viewed thousands of times purport to show South Africa’s President Cyril Ramaphosa announcing an alleged 81-day lockdown.,This video was edited to make it look like South Africa’s leader announced an 81-day lockdown | AFP Fact Check,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2383,A photo shows corpses strewn about in China due to the coronavirus.,Corpses Strewn On China's Streets After Outbreak Of Coronavirus? A Factcheck,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2385,A video of the Eiffel Tower illuminated in honor of Covid-19 victims.,"Detector: No, éste video de la Torre Eiffel iluminada no es reciente y no fue en homenaje a víctimas de la Covid | La Silla Vacía",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2386,A video of hot mic comments between a Fox News reporter and a New York Times photographer reveals that COVID-19 is a hoax and proves that there is a secret vaccine.,"Fact Check: White House Reporters Joking About Coronavirus Being A Hoax, That Vaccine Exists NOT Evidence Of Conspiracy | Lead Stories",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2387,"In 1986, the founder of the Times Square Church prophesied that he saw “a plague coming on the world and the bars and church and government will shut down,” with New York City especially hard hit..","PolitiFact | No, Pastor David Wilkerson did not predict that the COVID-19 pandemic would shut down the economy",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2388,Barack Obama warned Africans against vaccines from America and Europe.,"No, Barack Obama Never Asked Africans to Reject Vaccines! – Dubawa Ghana",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2389,A bovine vaccine can be used to inoculate people against coronavirus.,Fact Check: A Bovine Vaccine Can NOT Be Used To Inoculate People Against Coronavirus | Lead Stories,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2390,A Chinese woman in Mombasa was attacked and killed after showing flu-like symptoms and refusing to go to hospital.,HOAX: Reports that a Chinese woman was killed in Mombasa over COVID-19 fears are false,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2391,"Rui Costa, governor of the brazilian state of Bahia, asked Porto Seguro’s city hall to falsify the number of COVID-19 infected people to get federal funds.",É falso que Rui Costa pediu para prefeita de Porto Seguro inventar 200 casos de Covid-19 | Aos Fatos,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2392,"Coronavirus dies in 26-27 degrees temperature, according to UNICEF.",Quick Fact Check: Fake message falsely attributed to UNICEF claiming 26-27 degrees temperature kill coronavirus resurfaces - Vishvas News,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2393,Japanese doctors claim drinking water every 15 minutes prevents COVID-19.,Will drinking water every 15 minute prevent COVID-19? - FactCrescendo | The leading fact-checking website in India,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2394,Video shows thousands of migrants gathered near Uttar Pradesh state Border violating social distancing.,वीडियो का उत्तर प्रदेश बॉर्डर या प्रवासी मजदूरों से कोई सम्बन्ध नहीं है| – FactCrescendo | The leading fact-checking website in India,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2396,"In the bottle of a specific Dettol product there is a mention on the coronavirus from October of 2019, which means that the company knew about the outbreak before it occurred.",,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2397,Holding your breath for 10sec can determine if you have COVID-19 and you should drink water every 15 minutes.,Contener la respiración no permite saber si uno está infectado por coronavirus y tomar agua cada 15 minutos tampoco acabará con él | Newtral,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2398,Migrants in isolation in India threw away food because it was cooked by a Dalit cook.,Fact Check: प्रवासी मज़दूरों के दुर्व्यवहार का वीडियो गलत दावे के साथ किया जा रहा है वायरल - Vishvas News,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2399,"The British already have a natural immunity to COVID-19. So, the quarantine can be lifted earlier.","ФЕЙК: Британці уже мають природний імунітет до Covid-19, тому карантин можуть зняти раніше",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2400,"Spanish musician Miguel Bosé posted a Twitter thread pointing to the expulsion of the Gates Foundation and GAVI ‘pharmaceutical’ from India, polio and HPV vaccines and the implementation of a microchip vaccine.","Las afirmaciones falsas de Miguel Bosé sobre la Fundación Gates, los microchips y la red 5G | ColombiaCheck",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2401,Wisconsin Governor Tony Evers’ administration deemed dentists non-essential.,"PolitiFact | Yes, dentists were essential under Wisconsin’s Safer At Home order.",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2402,"Luis Fernando Camacho, presidential candidate of the political party Creemos, donated respirators to Bolivian hospitals to combat COVID-19.",Luis Fernando Camacho no donó respiradores automáticos – Bolivia Verifica,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2403,Chickens cause coronavirus.,"China’s Coronavirus Fact Check: No, Broiler Chicken is Not the Source of nCov Say Experts",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2404,This photo shows a Sri Lankan airline pilot who tested positive for the novel coronavirus.,This photo does not show the pilot who tested positive after visiting a cricket game in Sri Lanka | AFP Fact Check,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2405,"Photos show part of Huoshenshan Hospital in Wuhan, built in five days.",,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2406,Harvard study suggests quarantine can worsen COVID-19 pandemic.,É falso que pesquisadores de Harvard tenham concluído que isolamento pode piorar a situação da covid-19,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2407,"Very hot steam, inhaled from the kettle four times a day, and hot tea, also taken four times a day, can cure COVID-19, according to an Indian man living in Wuhan, China.","No, hot steam and tea can’t cure Covid-19 | Africa Check",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2408,"The General Administration of Passports in Saudi Arabia announced, after the spread of COVID-19, the possibility of returning all residents of different nationalities to their countries in the event of a prolonged virus crisis in the Kingdom and the world.",Misbar - مسبار,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2409,Image claiming to be Sri Lankan Soldiers and Police having their meals on the streets during COVID-19 pandemic.,ඉන්දියවේ ඡායාරුපයක් ලංකාවේ පොලිස් සහ හමුදා නිලධාරීන් ලෙස පෙන්වා දීමක්! - Factcrescendo Sri Lanka,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2410,"There are 5 coronavirus Suspect Patients in Indonesia, one of whom died.",,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2411,Video tries to show coronavirus is fake and not dangerous.,Fact Check: 'CoronaHoax' Video Offers NO Proof COVID-19 Is Anything But Real and Deadly | Lead Stories,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2412,The first volunteer for the new COVID-19 vaccine died.,,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2413,A viral image suggests that cocaine kills coronavirus.,Cocaine Does NOT Cure Coronavirus! – Dubawa,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2414,The White House is selling coins commemorating the COVID-19 pandemic.,The White House Isn't Selling Coronavirus Coins - FactCheck.org,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2415,"Tocilizumab is a drug that can cure 90% of COVID-19 patients, including critical patients.",Tempo.co,real,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2416,Ecuadorean youtuber Raùl Alvarez Guene supposedly infected with COVID-19.,Las mentiras sobre el COVID 19 en Ecuador,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2418,An image shows a Spanish scientist asking Cristiano Ronaldo and Messi to find the cure for COVID-19.,Fact Check. Cientista espanhola disse para pedirem a Ronaldo e Messi uma cura para a Covid-19? – Observador,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2419,A purported notice issued by the Pakistan Red Crescent and Pakistan’s Health Department on COVID-19 isolation rules has been shared thousands of times on Facebook. The advisory claims that families of those killed while in isolation will not be able to hold funerals or burials for them,Hoax circulates online that funerals for COVID-19 victims are banned in Pakistan | AFP Fact Check,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2420,A photo shows the Biohazard Container Discovery at the American Consulate General in Wuhan.,,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2421,Guidelines on how to use national identity card (NIC) as a curfew pass for essential requirements in Sri Lanka.,සමගි ජන බලවේගයේ නිල රාමසාන් නිවේදනය සංස්කරණ කරමින් සිදුකල ප්‍රකාශයක්! - Factcrescendo Sri Lanka,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2423,First policeman infected with coronavirus in Ecuador.,Ecuador: 10 casos positivos para coronavirus,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2425,The State of Qatar did not report any COVID-19 infections.,,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2426,Image of bakery items with the WHO logo and a message which given the impression that WHO had advised the public not to consume bakery products amid COVID-19 concerns.,"No, WHO did not advise public to stop eating bakery items! - Factcrescendo Sri Lanka - English",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2427,Lectures have been suspended at the University of Sevilla due to coronavirus.,"No, la Universidad de Sevilla no ha suspendido las clases a partir del 27 de febrero por el coronavirus - Maldita.es",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2428,A woman in Uttar Pradesh threw her five children into the river as they had no food to eat during the current lockdown.,"Fight with Husband, not hunger: The reason behind UP woman throwing her five children in the river - FACTLY",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2429,WHO states new coronavirus does not spread via the asymptomatic carriers.,"МАНІПУЛЯЦІЯ: ВООЗ заявила, що інфікування новим коронавірусом через безсимптомних носіїв неможливе",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2431,Inhaling the steam of water mixed with salt kills the virus causing COVID-19.,VERA FILES FACT CHECK: Salt water steam DOES NOT kill coronavirus - Vera Files,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2432,Gargling salt with water “eliminates” the 2019 novel coronavirus.,FALSE: Gargling salt water ‘eliminates’ coronavirus,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2433,A female doctor in Uttar Pradesh died after being injured during stone pelting by local Muslims who refused to be screened for COVID-19.,False Communal Spin Given To Madhya Pradesh Pharmacist's Death | মধ্যপ্রদেশে ফার্মাসিস্টের মৃত্যুর খবরকে সাম্প্রদায়িকতার মোড়কে ছড়ানো হল,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2434,"A WhatsApp message claiming that “COVID-19” would be an acronym for a program aimed at reducing the world’s population, with the aid of Artificial Intelligence. The program would have been presented at the World Economic Forum 2020, in Davos (Switzerland).","No, Covid-19 non significa «Certificato di Identificazione della Vaccinazione» e non c’entra l’intelligenza artificiale - Facta",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2435,The Brazilian government initiated the registration of Social Security withdrawals to fight the pandemic by WhatsApp.,"Governo não liberou saque de fundo previdenciário, que nem mesmo existe | Aos Fatos",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2436,"Harry Kissinger quoted as saying “Once the herd accepts mandatory forcible vaccination, it’s game over”.","Ne, Henry Kissinger nije najavio da će obveznim cijepljenjem ""prorijediti stado"" - Faktograf.hr",fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2438,"In these two audios, Mumbai Police Commissioner talks about the strict measures which will be taken to implement the 21-day lockdown and that coronavirus cases will surge in India after 27 March 2020.",Mumbai Police Call Out WhatsApp Audio Clips Going Viral In Its Name | मुंबई पुलिस के नाम से वायरल व्हाट्सएप्प ऑडियो क्लिप फ़र्ज़ी हैं,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2439,"The are no COVID-19 deaths in Israel as they found a cure for COVID-19, a mixture of lemon and baking soda.",నిమ్మకాయ మరియు బేకింగ్ సోడా మిశ్రమం కొరోనావైరస్ (SARS-COV-2) ని చంపుతుంది అన్నదానికి ఎటువంటి ఆధారాలు లేవు - FACTLY,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2440,“Trump said ‘hundreds’ of governors are calling him…& we only have 50.”,PolitiFact | No evidence Donald Trump said ‘hundreds’ of governors called him,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2441,The Australian prime minister is about to announce a national lockdown.,Misinformation circulates online that Australia has announced a nationwide 'shut down' | AFP Fact Check,fake,Health,CC BY-SA 4.0
FakeCovid-Kaggle,FC2442,Gujarat Police in India has called for civil volunteers in Surat for helping the local force in enforcing lockdown in the city.,શું ખરેખર સુરત પોલીસ દ્વારા લોકોને મદદ માટે આહ્વવાન કરવામાં આવ્યુ છે.? જાણો શું છે સત્ય.. | FactCrescendo | The leading fact-checking website in India,fake,Health,CC BY-SA 4.0
